Series,Issue,"Full Title","Variant Description",Publisher,"Release Date",Format,"Added Date",Creators
"Turok: Son of Stone (Western)",129,,,"Western Publishing Co.","Dec 1982",Comic,"Feb 23, 2014",
"Turtle Soup",1,"Turtle Dreams / Pesticide / Turtle Soup And Rabbit Stew / The Howl / Showdown / Apparition / You're In The Army Now",,"Mirage Publishing","Sep 1987",Comic,"Feb 23, 2014","Stan Sakai | Frank Bella | Bernie Shuman"
"Turtle Soup",1,"The Naked City / Turtles Attack!!! / The Purpose Of Fear / The Ring / The Name Is Lucindra / Turtle Power!",,"Mirage Publishing","Nov 1991",Comic,"Feb 23, 2014","Rick McCollum | Michael Dooney | Rick Arthur"
"Turtle Soup",2,"The One That Got Away / Mid-Afternoon Of The Living Dead / Turtles Attack!!! Pt. 2 / Tales Of The Alternate Turtles On The Moon! / Snapper",,"Mirage Publishing","Dec 1991",Comic,"Feb 23, 2014","Michael Dooney | Peter Laird"
"Turtle Soup",3,"Action, Not Words! / Bearing The Burden / Turtles Attack! Pt. 3 / Sweat, Sweat, Sweet Renet / The Rind Of Death / Crack In A Hard Heart",,"Mirage Publishing","Jan 1992",Comic,"Feb 23, 2014","Michael Dooney | Jim Lawson | A.C. Farley"
"Twilight Man",1,"Part One: Wind From The East",,"First Comics","Jun 1989",Comic,"Feb 23, 2014","Steven Grant | Tristan Schane | Eric Vincent"
"Twilight Man",2,"Part Two: Bedtime Story",,"First Comics","Mar 1989",Comic,"Feb 23, 2014","Steven Grant | Tristan Schane | Eric Vincent"
"The Twilight Zone",2A,"The Way Out, Lost","Francesco Francavilla Regular Cover","Dynamite Entertainment","Feb 05, 2014",Comic,"Aug 16, 2014","J. Michael Straczynski | Guiu Vilanova"
"The Twilight Zone",3A,"The Way Out","Francesco Francavilla Regular Cover","Dynamite Entertainment","Mar 05, 2014",Comic,"Aug 16, 2014","J. Michael Straczynski | Guiu Vilanova"
"The Twilight Zone",4A,"The Way Out","Francesco Francavilla Regular Cover","Dynamite Entertainment","Apr 09, 2014",Comic,"Aug 16, 2014","J. Michael Straczynski | Guiu Vilanova"
"The Twilight Zone",5A,"The Way In, Act One","Francesco Francavilla Regular Cover","Dynamite Entertainment","May 28, 2014",Comic,"Oct 04, 2014","J. Michael Straczynski | Guiu Vilanova"
"The Twilight Zone",6A,"The Way In, Act Two","Francesco Francavilla Regular Cover","Dynamite Entertainment","Jul 02, 2014",Comic,"Oct 04, 2014","J. Michael Straczynski | Guiu Vilanova"
"The Twilight Zone",7A,"The Way In","Francesco Francavilla Regular Cover","Dynamite Entertainment","Jul 09, 2014",Comic,"Sep 01, 2014","J. Michael Straczynski | Guiu Vilanova"
"The Twilight Zone",8A,"The Way In, Act Four","Francesco Francavilla Regular Cover","Dynamite Entertainment","Sep 03, 2014",Comic,"Oct 04, 2014","J. Michael Straczynski | Guiu Vilanova"
"The Twilight Zone Annual 2014",,,,"Dynamite Entertainment","Jun 18, 2014",Comic,"Jul 20, 2014","Mark Rahner | Jose Malaga | Randy Valiente"
Typhoid,1,"Snow White",,"Marvel Comics","Nov 1995",Comic,"Feb 23, 2014","Ann Nocenti | John Van Fleet"
Typhoid,2,Cinderella,,"Marvel Comics","Dec 1995",Comic,"Feb 23, 2014","Ann Nocenti | John Van Fleet"
U.S.Avengers,1A,,"Regular Paco Medina Cover","Marvel Comics","Jan 04, 2017",Comic,"Jul 15, 2018","Al Ewing | Paco Medina | Juan Vlasco"
U.S.Avengers,2A,"$kullocracy, Part 2","Regular Paco Medina Cover","Marvel Comics","Jan 18, 2017",Comic,"Jul 15, 2018","Al Ewing | Paco Medina | Juan Vlasco"
U.S.Avengers,3A,"$kullocracy, Part Three","Regular Paco Medina Cover","Marvel Comics","Feb 15, 2017",Comic,"Jul 15, 2018","Al Ewing | Carlo Barberi | Paco Medina"
U.S.Avengers,4,"Here Be Monsters...",,"Marvel Comics","Mar 15, 2017",Comic,"Jul 15, 2018","Al Ewing | Paco Medina | Juan Vlasco"
U.S.Avengers,5A,"Meet the New Boss","Regular Paco Medina Cover","Marvel Comics","Apr 19, 2017",Comic,"Jul 15, 2018","Al Ewing | Paco Diaz"
U.S.Avengers,6,"Secret Empire - The Cavalry Stayed Home",,"Marvel Comics","May 17, 2017",Comic,"Jul 15, 2018","Al Ewing | Paco Medina | Juan Vlasco"
U.S.Avengers,7,"Secret Empire - Wake Up the Kraken, Unleash the Heat",,"Marvel Comics","Jun 21, 2017",Comic,"Jul 15, 2018","Al Ewing | Juan Vlasco | Paco Medina"
"Ultimate Comics Spider-Man, Vol. 1",1A,"The New World According to Peter Parker","David Lafuente Regular Cover","Marvel Comics","Aug 12, 2009",Comic,"Aug 21, 2015","Brian Michael Bendis | David LaFuente"
"Ultimate Comics Spider-Man, Vol. 1",2A,"The New World According to Peter Parker",,"Marvel Comics","Sep 02, 2009",Comic,"Aug 21, 2015","Brian Michael Bendis | David LaFuente"
"Ultimate Comics Spider-Man, Vol. 1",3,"The New World According to Peter Parker, Part Three",,"Marvel Comics","Oct 07, 2009",Comic,"Aug 21, 2015","Brian Michael Bendis | David LaFuente"
"Ultimate Comics Spider-Man, Vol. 1",4,"The New World According to Peter Parker, Part Four",,"Marvel Comics","Nov 04, 2009",Comic,"Aug 21, 2015","Brian Michael Bendis | David LaFuente"
"Ultimate Comics Spider-Man, Vol. 1",5,"The New World According to Peter Parker, Part Five",,"Marvel Comics","Dec 03, 2009",Comic,"Aug 21, 2015","Brian Michael Bendis | David LaFuente"
"Ultimate Comics Spider-Man, Vol. 1",6,"The New World According to Peter Parker, Part Six",,"Marvel Comics","Jan 06, 2010",Comic,"Aug 21, 2015","Brian Michael Bendis | David LaFuente"
"Ultimate Comics Spider-Man, Vol. 1",7,"Crossroad, Part 1",,"Marvel Comics","Feb 10, 2010",Comic,"Aug 21, 2015","Brian Michael Bendis | Takeshi Miyazawa"
"Ultimate Comics Spider-Man, Vol. 1",8,"Crossroad, Part 2",,"Marvel Comics","Mar 10, 2010",Comic,"Aug 21, 2015","Brian Michael Bendis | Takeshi Miyazawa"
"Ultimate Comics Spider-Man, Vol. 1",160G,"Death of Spider-Man - Death of Spider-Man, Part 5","Mark Bagley Spoiler Variant Cover","Marvel Comics","Jun 22, 2011",Comic,"Aug 21, 2015","Brian Michael Bendis | Mark Bagley | Andy Lanning"
"Ultimate Comics Spider-Man, Vol. 2",1A,"All New Ultimate Spider-Man","Kaare Andrews Regular Cover","Marvel Comics","Sep 07, 2011",Comic,"Dec 13, 2015","Brian Michael Bendis | Sara Pichelli"
"Ultimate Comics Spider-Man, Vol. 2",2A,"Who Is Miles Morales?","Kaare Andrews Regular Cover","Marvel Comics","Sep 28, 2011",Comic,"Feb 23, 2014","Brian Michael Bendis | Sara Pichelli"
"Ultimate Comics Spider-Man, Vol. 2",3A,"To Be Or Not To Be.... Spider-Man",,"Marvel Comics","Oct 12, 2011",Comic,"Feb 23, 2014","Brian Michael Bendis | Sara Pichelli"
"Ultimate Comics Spider-Man, Vol. 2",12,,,"Marvel Comics","Jul 04, 2012",Comic,"Feb 23, 2014","Brian Michael Bendis | David Marquez"
"Ultimate Comics Spider-Man, Vol. 2",13A,"Divided We Fall - Part One","Jorge Molina Regular Cover","Marvel Comics","Aug 01, 2012",Comic,"Feb 23, 2014","Brian Michael Bendis | David Marquez"
"Ultimate Comics Spider-Man, Vol. 2",14,"Divided We Fall - Part Two",,"Marvel Comics","Sep 05, 2012",Comic,"Feb 23, 2014","Brian Michael Bendis | David Marquez"
"Ultimate Comics Spider-Man, Vol. 2",15,"United We Stand ",,"Marvel Comics","Sep 19, 2012",Comic,"Feb 23, 2014","Brian Michael Bendis | David Marquez"
"Ultimate Comics Spider-Man, Vol. 2",16,"United We Stand ",,"Marvel Comics","Oct 17, 2012",Comic,"Feb 23, 2014","Brian Michael Bendis | Pepe Larraz"
"Ultimate Comics Spider-Man, Vol. 2",16.1,,,"Marvel Comics","Oct 31, 2012",Comic,"Feb 23, 2014","Brian Michael Bendis | David Marquez"
"Ultimate Comics Spider-Man, Vol. 2",17,"United We Stand ",,"Marvel Comics","Nov 21, 2012",Comic,"Feb 23, 2014","Brian Michael Bendis | Pepe Larraz"
"Ultimate Comics Spider-Man, Vol. 2",18,"United We Stand ",,"Marvel Comics","Dec 19, 2012",Comic,"Feb 23, 2014","Brian Michael Bendis | David Marquez"
"Ultimate Comics Spider-Man, Vol. 2",19,"Venom War, Part 1",,"Marvel Comics","Jan 02, 2013",Comic,"Feb 23, 2014","Brian Michael Bendis | Sara Pichelli"
"Ultimate Comics Spider-Man, Vol. 2",20,"Venom War, Part 2",,"Marvel Comics","Feb 06, 2013",Comic,"Feb 23, 2014","Brian Michael Bendis | Sara Pichelli"
"Ultimate Comics Spider-Man, Vol. 2",21,"Venom War, Part 3","Sara Picheli Regular Cover","Marvel Comics","Mar 20, 2013",Comic,"Feb 23, 2014","Brian Michael Bendis | Sara Pichelli"
"Ultimate Comics Spider-Man, Vol. 2",22,"Venom War, Conclusion",,"Marvel Comics","Apr 24, 2013",Comic,"Feb 23, 2014","Brian Michael Bendis | Sara Pichelli"
"Ultimate Comics Spider-Man, Vol. 2",23,"Spider-Man No More, Part One",,"Marvel Comics","May 15, 2013",Comic,"Feb 23, 2014","Brian Michael Bendis | David Marquez"
"Ultimate Comics Spider-Man, Vol. 2",24,"Spider-Man No More, Part Two",,"Marvel Comics","Jun 19, 2013",Comic,"Feb 23, 2014","Brian Michael Bendis | David Marquez"
"Ultimate Comics Spider-Man, Vol. 2",25,"Spider-Man No More","David Marquez Regular Cover","Marvel Comics","Jul 17, 2013",Comic,"Feb 23, 2014","Brian Michael Bendis | David Marquez"
"Ultimate Comics Spider-Man, Vol. 2",26,"Spider-Man No More, Here Comes... Bombshell",,"Marvel Comics","Aug 28, 2013",Comic,"Feb 23, 2014","Brian Michael Bendis | David Marquez"
"Ultimate Comics Spider-Man, Vol. 2",27,"Spider-Man No More",,"Marvel Comics","Sep 25, 2013",Comic,"Feb 23, 2014","Brian Michael Bendis | David Marquez"
"Ultimate Comics Spider-Man, Vol. 2",28,"Spider-Man No More, Part 6: Conclusion",,"Marvel Comics","Oct 23, 2013",Comic,"Feb 23, 2014","Brian Michael Bendis | David Marquez"
"Ultimate Comics Wolverine",1A,"Legacies, Part One","Arthur Adams Regular Cover","Marvel Comics","Mar 13, 2013",Comic,"Feb 23, 2014","Cullen Bunn | David Messina | Gary Erskine"
"Ultimate Comics Wolverine",2,"Legacies, Part Two",,"Marvel Comics","Mar 27, 2013",Comic,"Feb 23, 2014","Cullen Bunn | David Messina | Gary Erskine"
"Ultimate End",1A,"Secret Wars: Battleworld ","Mark Bagley Regular Cover","Marvel Comics","May 20, 2015",Comic,"Jul 10, 2015","Brian Michael Bendis | Mark Bagley | Scott Hanna"
"Ultimate End",2A,"Secret Wars: Battleworld ","Mark Bagley Regular Cover","Marvel Comics","Jun 10, 2015",Comic,"Jul 08, 2015","Brian Michael Bendis | Mark Bagley | Andrew Hennessey"
"Ultimate End",3A,"Secret Wars: Battleworld ","Mark Bagley Regular Cover","Marvel Comics","Jul 01, 2015",Comic,"Jul 08, 2015","Brian Michael Bendis | Mark Bagley | Scott Hanna"
"Ultimate End",4A,"Secret Wars: Battleworld ","Mark Bagley Regular Cover","Marvel Comics","Aug 05, 2015",Comic,"Aug 14, 2015","Brian Michael Bendis | Mark Bagley | Scott Hanna"
"Ultimate End",5,"Secret Wars ",,"Marvel Comics","Dec 16, 2015",Comic,"Dec 20, 2015","Brian Michael Bendis | Mark Bagley | Scott Hanna"
"Ultimate Spider-Man",20,Live,,"Marvel Comics","Jun 2002",Comic,"Feb 23, 2014","Brian Michael Bendis | Mark Bagley | Art Thibert"
"Ultimate Spider-Man",23,Responsible,,"Marvel Comics","Aug 2002",Comic,"Feb 23, 2014","Brian Michael Bendis | Mark Bagley | Art Thibert"
"Ultimate Spider-Man",24,Ultimatum,,"Marvel Comics","Sep 2002",Comic,"Feb 23, 2014","Brian Michael Bendis | Mark Bagley | Art Thibert"
"Ultimate Spider-Man",25,Plasminds,,"Marvel Comics","Oct 2002",Comic,"Feb 23, 2014","Brian Michael Bendis | Mark Bagley | Art Thibert"
"Ultimate Spider-Man",26,Circles,,"Marvel Comics","Nov 2002",Comic,"Feb 23, 2014","Brian Michael Bendis | Mark Bagley | Art Thibert"
"Ultimate Spider-Man",27,Illegal,,"Marvel Comics","Dec 2002",Comic,"Feb 23, 2014","Brian Michael Bendis | Mark Bagley | Art Thibert"
"Ultimate Spider-Man",28,Sidetracked,,"Marvel Comics","Dec 2002",Comic,"Feb 23, 2014","Brian Michael Bendis | Mark Bagley | Art Thibert"
"Ultimate Spider-Man",29,"Stolen Identity",,"Marvel Comics","Dec 2002",Comic,"Feb 23, 2014","Brian Michael Bendis | Mark Bagley | Art Thibert"
"Ultimate Spider-Man",30,Emergency,,"Marvel Comics","Jan 2003",Comic,"Feb 23, 2014","Brian Michael Bendis | Mark Bagley | Art Thibert"
"Ultimate Spider-Man",31,"Black Van",,"Marvel Comics","Feb 2003",Comic,"Feb 23, 2014","Brian Michael Bendis | Mark Bagley | Art Thibert"
"Ultimate Spider-Man",32,"Just A Guy",,"Marvel Comics","Feb 2003",Comic,"Feb 23, 2014","Brian Michael Bendis | Mark Bagley | Art Thibert"
"Ultimate Spider-Man",39,Man-To-Man,,"Marvel Comics","Jun 2003",Comic,"Feb 23, 2014","Brian Michael Bendis | Mark Bagley | Art Thibert"
"Ultimate Spider-Man",40,"Average Bear",,"Marvel Comics","Jul 2003",Comic,"Feb 23, 2014","Brian Michael Bendis | Mark Bagley | Art Thibert"
"Ultimate Spider-Man",41,"The Letter",,"Marvel Comics","Jul 2003",Comic,"Feb 23, 2014","Brian Michael Bendis | Mark Bagley | Art Thibert"
"Ultimate Spider-Man",42,Temptations,,"Marvel Comics","Aug 2003",Comic,"Feb 23, 2014","Brian Michael Bendis | Mark Bagley | Art Thibert"
"Ultimate Spider-Man",43,Help,,"Marvel Comics","Sep 2003",Comic,"Feb 23, 2014","Brian Michael Bendis | Mark Bagley | Art Thibert"
"Ultimate Spider-Man",44,Tampered,,"Marvel Comics","Oct 2003",Comic,"Feb 23, 2014","Brian Michael Bendis | Mark Bagley | Art Thibert"
"Ultimate Spider-Man",45,Guilt,,"Marvel Comics","Nov 2003",Comic,"Feb 23, 2014","Brian Michael Bendis | Mark Bagley | Art Thibert"
"Ultimate Spider-Man",46,Afterwards,,"Marvel Comics","Nov 2003",Comic,"Feb 23, 2014","Brian Michael Bendis | Mark Bagley | Art Thibert"
"Ultimate Spider-Man",47,Suspended,,"Marvel Comics","Dec 2003",Comic,"Feb 23, 2014","Brian Michael Bendis | Mark Bagley | Art Thibert"
"Ultimate Spider-Man",48,Suspended,,"Marvel Comics","Dec 2003",Comic,"Feb 23, 2014","Brian Michael Bendis | Mark Bagley | Art Thibert"
"Ultimate Spider-Man",49,Hero,,"Marvel Comics","Jan 2004",Comic,"Feb 23, 2014","Brian Michael Bendis | Mark Bagley | Art Thibert"
"Ultimate Spider-Man",50,"Black Cat",,"Marvel Comics","Feb 2004",Comic,"Feb 23, 2014","Brian Michael Bendis | Mark Bagley | Art Thibert"
"Ultimate Spider-Man",51,"Shadow Puppets",,"Marvel Comics","Feb 2004",Comic,"Feb 23, 2014","Brian Michael Bendis | Mark Bagley | Art Thibert"
"Ultimate Spider-Man",52,"Cat Fight",,"Marvel Comics","Mar 2004",Comic,"Feb 23, 2014","Brian Michael Bendis | Mark Bagley | Art Thibert"
"Ultimate Spider-Man",53,Daughters,,"Marvel Comics","Apr 2004",Comic,"Feb 23, 2014","Brian Michael Bendis | Mark Bagley | Art Thibert"
"Ultimate Spider-Man",54A,"Hollywood, Part 1",,"Marvel Comics","May 2004",Comic,"Feb 23, 2014","Brian Michael Bendis | Mark Bagley | Art Thibert"
"Ultimate Spider-Man",55,"Hollywood, Part 2",,"Marvel Comics","May 2004",Comic,"Feb 23, 2014","Brian Michael Bendis | Mark Bagley | Art Thibert"
"Ultimate Spider-Man",56,"Hollywood, Part 3",,"Marvel Comics","Jun 2004",Comic,"Feb 23, 2014","Brian Michael Bendis | Mark Bagley | Art Thibert"
"Ultimate Spider-Man",57,"Hollywood, Part 4",,"Marvel Comics","Jun 2004",Comic,"Feb 23, 2014","Brian Michael Bendis | Mark Bagley | Scott Hanna"
"Ultimate Spider-Man",58,"Hollywood, Part 5",,"Marvel Comics","Jul 2004",Comic,"Feb 23, 2014","Brian Michael Bendis | Mark Bagley | Scott Hanna"
"Ultimate Spider-Man",59,"Hollywood, Part 6",,"Marvel Comics","Jul 2004",Comic,"Feb 23, 2014","Brian Michael Bendis | Mark Bagley | Scott Hanna"
"Ultimate Spider-Man",60,"Carnage, Part 1",,"Marvel Comics","Aug 2004",Comic,"Feb 23, 2014","Brian Michael Bendis | Mark Bagley | Scott Hanna"
"Ultimate Spider-Man",61,"Carnage, Part 2",,"Marvel Comics","Aug 2004",Comic,"Feb 23, 2014","Brian Michael Bendis | Mark Bagley | Scott Hanna"
"Ultimate Spider-Man",62,"Carnage, Part 3",,"Marvel Comics","Sep 2004",Comic,"Feb 23, 2014","Brian Michael Bendis | Mark Bagley | Scott Hanna"
"Ultimate Spider-Man",63,"Carnage, Part 4",,"Marvel Comics","Oct 2004",Comic,"Feb 23, 2014","Brian Michael Bendis | Mark Bagley | Scott Hanna"
"Ultimate Spider-Man",64,"Carnage, Part 5",,"Marvel Comics","Oct 2004",Comic,"Feb 23, 2014","Brian Michael Bendis | Mark Bagley | Scott Hanna"
"Ultimate Spider-Man",65,Detention,,"Marvel Comics","Nov 2004",Comic,"Feb 23, 2014","Brian Michael Bendis | Mark Bagley | Scott Hanna"
"Ultimate Spider-Man",66,"Even We Don't Believe This",,"Marvel Comics","Dec 2004",Comic,"Feb 23, 2014","Brian Michael Bendis | Mark Bagley | Scott Hanna"
"Ultimate Spider-Man",67,"Jump The Shark",,"Marvel Comics","Dec 2004",Comic,"Feb 23, 2014","Brian Michael Bendis | Mark Bagley | Scott Hanna"
"Ultimate Spider-Man",68,Popular,,"Marvel Comics","Jan 2005",Comic,"Feb 23, 2014","Brian Michael Bendis | Mark Bagley | Scott Hanna"
"Ultimate Spider-Man",69,"Meet Me",,"Marvel Comics","Jan 2005",Comic,"Feb 23, 2014","Brian Michael Bendis | Mark Bagley | Scott Hanna"
"Ultimate Spider-Man",70,"Strange, Part 1",,"Marvel Comics","Feb 2005",Comic,"Feb 23, 2014","Brian Michael Bendis | Mark Bagley | Scott Hanna"
"Ultimate Spider-Man",71,"Strange, Part 2",,"Marvel Comics","Mar 2005",Comic,"Feb 23, 2014","Brian Michael Bendis | Mark Bagley | Scott Hanna"
"Ultimate Spider-Man",72,"Hobgoblin, Part 1",,"Marvel Comics","Apr 2005",Comic,"Feb 23, 2014","Brian Michael Bendis | Mark Bagley | Scott Hanna"
"Ultimate Spider-Man",73,"Hobgoblin, Part 2",,"Marvel Comics","May 2005",Comic,"Feb 23, 2014","Brian Michael Bendis | Mark Bagley | Scott Hanna"
"Ultimate Spider-Man",74,"Hobgoblin, Part 3",,"Marvel Comics","May 2005",Comic,"Feb 23, 2014","Brian Michael Bendis | Mark Bagley | Scott Hanna"
"Ultimate Spider-Man",75,"Hobgoblin, Part 4",,"Marvel Comics","Jun 2005",Comic,"Feb 23, 2014","Brian Michael Bendis | Mark Bagley | Scott Hanna"
"Ultimate Spider-Man",76,"Hobgoblin, Part 5",,"Marvel Comics","Jun 2005",Comic,"Feb 23, 2014","Brian Michael Bendis | Mark Bagley | Scott Hanna"
"Ultimate Spider-Man",77,"Hobgoblin, Part 6",,"Marvel Comics","Jul 2005",Comic,"Feb 23, 2014","Brian Michael Bendis | Mark Bagley | Scott Hanna"
"Ultimate Spider-Man",78,Dumped,,"Marvel Comics","Aug 2005",Comic,"Feb 23, 2014","Brian Michael Bendis | Mark Bagley | Scott Hanna"
"Ultimate Spider-Man",79A,"Warriors, Part 1",,"Marvel Comics","Sep 2005",Comic,"Feb 23, 2014","Brian Michael Bendis | Mark Bagley | Scott Hanna"
"Ultimate Spider-Man",80,"Warriors, Part 2",,"Marvel Comics","Oct 2005",Comic,"Feb 23, 2014","Brian Michael Bendis | Mark Bagley | Scott Hanna"
"Ultimate Spider-Man",81,"Warriors, Part 3",,"Marvel Comics","Oct 2005",Comic,"Feb 23, 2014","Brian Michael Bendis | Mark Bagley | Scott Hanna"
"Ultimate Spider-Man",82,"Warriors, Part 4",,"Marvel Comics","Nov 2005",Comic,"Feb 23, 2014","Brian Michael Bendis | Mark Bagley | Scott Hanna"
"Ultimate Spider-Man",83,"Warriors, Part 5",,"Marvel Comics","Nov 2005",Comic,"Feb 23, 2014","Brian Michael Bendis | Mark Bagley | Scott Hanna"
"Ultimate Spider-Man",84,"Warriors, Part 6",,"Marvel Comics","Dec 2005",Comic,"Feb 23, 2014","Brian Michael Bendis | Mark Bagley | Scott Hanna"
"Ultimate Spider-Man",85,"Warriors, Part 7",,"Marvel Comics","Jan 2006",Comic,"Feb 23, 2014","Brian Michael Bendis | Mark Bagley | Scott Hanna"
"Ultimate Spider-Man",86,"Silver Sable, Part 1 / Visions, Part 1",,"Marvel Comics","Jan 2006",Comic,"Feb 23, 2014","Mark Millar | Brian Michael Bendis | Mark Bagley"
"Ultimate Spider-Man",87,"Silver Sable, Part 2 / Visions, Part 4",,"Marvel Comics","Feb 2006",Comic,"Feb 23, 2014","Mark Millar | Brian Michael Bendis | Mark Bagley"
"Ultimate Spider-Man",88,"Silver Sable, Part 3 / Visions, Part 5",,"Marvel Comics","Feb 2006",Comic,"Feb 23, 2014","Mark Millar | Brian Michael Bendis | Mark Bagley"
"Ultimate Spider-Man",89,"Silver Sable, Part 4",,"Marvel Comics","Mar 2006",Comic,"Feb 23, 2014","Brian Michael Bendis | Mark Bagley | Scott Hanna"
"Ultimate Spider-Man",90,"Silver Sable, Part 5",,"Marvel Comics","Apr 2006",Comic,"Feb 23, 2014","Brian Michael Bendis | Mark Bagley | John Dell, III"
"Ultimate Spider-Man",95,"Morbius, Part 1",,"Marvel Comics","Jul 2006",Comic,"Feb 23, 2014","Brian Michael Bendis | Mark Bagley | John Dell, III"
"Ultimate Spider-Man",96,"Morbius, Part 2",,"Marvel Comics","Aug 2006",Comic,"Feb 23, 2014","Brian Michael Bendis | Mark Bagley | John Dell, III"
"Ultimate Spider-Man",97,"Clone Saga, Part 1",,"Marvel Comics","Sep 2006",Comic,"Feb 23, 2014","Brian Michael Bendis | Mark Bagley | Jonathan Sibal"
"Ultimate Spider-Man",98,"Clone Saga, Part 2",,"Marvel Comics","Oct 2006",Comic,"Feb 23, 2014","Brian Michael Bendis | Mark Bagley | Andrew Hennessey"
"Ultimate Spider-Man",99,"Clone Saga, Part 3",,"Marvel Comics","Oct 2006",Comic,"Feb 23, 2014","Brian Michael Bendis | Mark Bagley | Andrew Hennessey"
"Ultimate Spider-Man",100A,"Clone Saga, Part 4",,"Marvel Comics","Nov 2006",Comic,"Feb 23, 2014","Brian Michael Bendis | Mark Bagley | Andrew Hennessey"
"Ultimate Spider-Man",101,"Clone Saga, Part 5",,"Marvel Comics","Dec 2006",Comic,"Aug 21, 2015","Brian Michael Bendis | Mark Bagley | Andrew Hennessey"
"Ultimate Spider-Man",106,"Ultimate Knights, Part 1",,"Marvel Comics","May 2007",Comic,"Aug 21, 2015","Brian Michael Bendis | Mark Bagley | Andrew Hennessey"
"Ultimate Spider-Man",109,"Ultimate Knights, Part 4",,"Marvel Comics","Jul 2007",Comic,"Aug 21, 2015","Brian Michael Bendis | Mark Bagley | Andrew Hennessey"
"Ultimate Spider-Man",110,"Ultimate Knights, Conclusion",,"Marvel Comics","Aug 2007",Comic,"Aug 21, 2015","Brian Michael Bendis | Mark Bagley | Andrew Hennessey"
"Ultimate Spider-Man",111A,"The Talk",,"Marvel Comics","Sep 2007",Comic,"Aug 21, 2015","Brian Michael Bendis | Stuart Immonen | Mark Bagley"
"Ultimate Spider-Man",111B,"The Talk","Variant Cover","Marvel Comics","Sep 2007",Comic,"Aug 21, 2015","Brian Michael Bendis | Stuart Immonen | Mark Bagley"
